image_id,x1,y1,x2,y2
'3ecd9063e1e226ef.jpg',216,59,402,434
'3f5f8de3937f22e5.jpg',114,166,539,567
'3fc1261943da9ae6.jpg',198,82,586,626
'3ffbe603c34fba9e.jpg',452,283,562,484
'402a0e5197e55e71.jpg',320,242,768,786
'405cc8ed60ce2cfa.jpg',303,164,522,603
'4067ace38bf1c3c7.jpg',215,192,428,521
'4083a2742e706e20.jpg',271,251,366,466
'409935e7c73a6d59.jpg',425,178,530,308
'409f8c90cfae84b5.jpg',411,116,553,336
'40b4761f99361196.jpg',226,132,428,466
'40bd976596688a07.jpg',301,41,486,356
'40c493ce7bfb547d.jpg',243,91,463,443
'411c563428866ef6.jpg',118,0,713,641
'411def78dc4b5958.jpg',338,112,480,297
'414d6ff4dc531fc7.jpg',370,113,553,318
'41770a4a36860592.jpg',320,85,544,376
'41b8e0815c8d8e5f.jpg',153,210,303,493
'41cf4b6ce9059577.jpg',393,150,516,312
'42447d0f746e4d7f.jpg',298,155,432,425
'424cb3256cced60a.jpg',301,45,475,297
'42d5d9ecc3c40a84.jpg',274,150,571,562
'42e8c968cb413e7c.jpg',269,44,717,480
'42f6325577afa116.jpg',425,180,566,314
'4302aba47cfe2674.jpg',480,167,608,323
'431f582b869693b2.jpg',603,66,877,446
'431fc1d9f23f7700.jpg',261,278,349,498
'432d05fcf5841a2f.jpg',662,30,832,228
'4367c9a97275fba2.jpg',416,106,576,335
'43aa34d76f549235.jpg',379,131,576,338
'43cc681a679485f3.jpg',525,24,704,291
'44755ee15967e696.jpg',356,181,493,330
'44b64cb91da3b7ae.jpg',75,113,412,606
'4508ca503fec793a.jpg',161,233,475,676
'452e96badc730449.jpg',402,201,548,378
'457896168a3e2e07.jpg',281,132,447,553
'457d4714b9b3faae.jpg',251,82,461,332
'4582adff2c54f19b.jpg',8,0,603,992
'45a037d9dd47b6ad.jpg',234,233,381,461
'45d2f1424c740d0c.jpg',342,164,562,394
'464a647165e84e1a.jpg',397,161,539,320
'4657ba4bc97aa09c.jpg',374,237,507,469
'469722120490450c.jpg',452,188,576,349
'46a7710532f50c00.jpg',229,237,545,681
'46b5e8ba3e3f1674.jpg',429,158,553,329
'46e17eede1054280.jpg',274,292,356,512
'4702c180ffa7d7d9.jpg',393,102,617,360
'47906dba3dbb4034.jpg',256,118,346,338
'47a8b004e1760a35.jpg',297,178,589,507
'47d55e6dac57d5a1.jpg',292,54,493,388
'47e3995d0a41b7bb.jpg',356,79,777,521
'47e62ef552fb49c1.jpg',402,190,539,359
'47e7892f4ede4a0c.jpg',335,64,514,333
'4876f41814f2d47e.jpg',466,260,594,484
'48c4cd66b3586e0f.jpg',438,210,566,351
'48dabdd02233c185.jpg',225,201,390,429
'48ee9f00ef5177e8.jpg',272,301,410,476
'490b6c7ed6810995.jpg',360,77,788,681
'49729cbe3dd30f61.jpg',265,81,516,351
'4993a2d870209aee.jpg',288,118,566,346
'49a280ba0b979db7.jpg',452,143,576,304
'49bbaf4585ac8f50.jpg',484,94,786,484
'4a5077554dc3514c.jpg',379,94,502,282
'4aa1fb8a78d7049b.jpg',267,269,344,489
'4aa2cf0f0400d1f9.jpg',438,329,562,525
'4af59feb9e0cf2c9.jpg',214,251,282,493
'4b10407e0e401430.jpg',226,91,537,516
'4b193306fe07d01f.jpg',328,133,586,507
'4b7f86d41e6d9b15.jpg',374,180,521,378
'4ba802cee731aa4a.jpg',388,161,534,384
'4bb95d4c6c4cba8c.jpg',127,41,595,612
'4bc2f010480bd080.jpg',82,59,590,836
'4be9ac90c4e98530.jpg',324,143,534,366
'4c18a632f911ffd1.jpg',242,89,653,524
'4c6670141fecb75e.jpg',329,128,658,588
'4d1f9e44c0e6e585.jpg',397,105,521,259
'4d57b490b958eb47.jpg',174,192,357,443
'4d6e6298788e7280.jpg',411,37,640,349
'4d7ec47f7c2785c8.jpg',250,32,454,338
'4d8b3cc81caa6a79.jpg',612,219,845,502
'4d9c630bed5bde82.jpg',242,214,340,425
'4daf17c8cbabd6f6.jpg',333,157,603,449
'4dbe7a6b35ef2cbd.jpg',150,73,418,658
'4dfe111d0388e451.jpg',268,164,434,525
'4e0b4bc01122758f.jpg',402,170,493,309
'4e170a8b71fa8c09.jpg',280,192,396,443
'4e51cd8733232363.jpg',293,64,629,562
'4e5ae76deb853d25.jpg',438,48,562,240
'4ea50500b0736424.jpg',318,228,449,475
'4ebec586815e6bc3.jpg',244,283,316,498
'4ec435b8f49d36c1.jpg',260,121,864,664
'4f035ddb86061a94.jpg',216,301,436,612
'4f0b2c7c7c243efe.jpg',420,164,548,322
'4f6c162f32994830.jpg',374,167,530,313
'4f74432b23852825.jpg',420,140,548,322
'4fcda6332c216095.jpg',589,133,790,370
'500f04c3d37e99d9.jpg',187,16,676,476
'5043902e9c4d9bee.jpg',498,139,621,300
'50479ed436edd109.jpg',411,185,530,338
'509fb8db27dd9537.jpg',271,219,450,512
'50c2421fe6b40618.jpg',173,164,393,408
'50d42534f7349295.jpg',132,137,484,542
'50f5b987332de9ae.jpg',219,68,768,548
'51071ce0bbcc45d6.jpg',470,155,608,320
'5122d852c2853ec4.jpg',324,274,428,475
'512fe6d15f854040.jpg',393,162,630,410
'5182bbbfd928c8aa.jpg',182,51,946,667
'51aab61c7a776e3c.jpg',498,118,635,298
'51ac55edf3769f31.jpg',411,139,539,316
'51da567fe042dc78.jpg',388,205,502,363
'51dc26c95ecca152.jpg',295,324,411,534
'51e9d4fd01d4d917.jpg',406,225,626,409
'5203cc6c2c19e0d9.jpg',248,224,368,475
'521dee68c19152fe.jpg',406,149,608,390
'5270c9bbba5d21f6.jpg',214,133,448,380
'5271d857c8d8c0fe.jpg',498,145,608,294
'52b1e6bc5480cf6e.jpg',222,44,582,627
'52be3d1776a90bdf.jpg',393,121,662,376
'53131fa064f6fca6.jpg',250,214,426,548
'53625ff3a649b942.jpg',443,76,612,231
'5401ba7be2164fba.jpg',224,192,832,841
'540b32cfe72d2230.jpg',135,82,521,635
'54119ddb50b45ede.jpg',173,150,490,576
'5420a8d3d5c7e2b8.jpg',411,246,594,449
'545fbb27b677fd08.jpg',429,214,548,470
'54b76da9a1a6bb9b.jpg',228,78,649,596
'54ee1150204be163.jpg',365,15,708,554
'54fbaf81f8d12666.jpg',374,94,672,430
'550ddc6c19ed2e47.jpg',224,7,470,302
'55551789c6b38cda.jpg',251,106,406,292
'55c74cf239447f34.jpg',325,306,452,530
'55c77377bcd0c9a2.jpg',370,51,736,617
'55e361bdae73b1fb.jpg',448,159,580,285
'562c8427c2442630.jpg',379,117,525,249
'56402ffffc18f526.jpg',210,163,484,461
'567fe93fe2c7ffd2.jpg',265,210,368,475
'56809bb0d615a482.jpg',384,152,530,317
'5690d2f757788913.jpg',264,438,486,740
'56916ca29f6879b6.jpg',306,103,461,296
'5696fb6c0578ac99.jpg',420,233,530,373
'56d7f7a9bd219736.jpg',457,120,576,312
'570c37f92c7e34b6.jpg',140,123,506,704
'57a0934ce1535f69.jpg',589,128,955,676
'57ae3a3d6a8a2174.jpg',480,106,621,329
'57b318666b788e9b.jpg',374,202,498,370
'57bc6c5a960a9b24.jpg',256,205,344,406
'57d10dfec1477a4e.jpg',173,-9,781,597
'580789f83fb3daee.jpg',233,174,749,920
'581be6c08b9687e2.jpg',192,116,493,556
'581ffe70b66b96ca.jpg',173,192,335,416
'5828a9df7a037289.jpg',198,91,462,461
'584d3b7110a8b865.jpg',292,128,405,365
'589e105997d3d840.jpg',271,237,387,452
'58fde74b7e151435.jpg',571,39,786,373
'591e2898709f0ae5.jpg',305,187,404,388
'594e161c99e7dd8c.jpg',434,142,562,294
'597cb0784986612d.jpg',181,126,579,673
'59800259de1fd34d.jpg',420,166,553,354
'59b80f5524305da8.jpg',388,205,512,366
'5a17dade11ec669a.jpg',438,30,763,426
'5afd14f8fd394547.jpg',237,274,450,603
'5b097242df1cbad6.jpg',153,59,539,589
'5b1cbb9efe65f9b8.jpg',457,113,557,244
'5b6d5e6ba3a00aef.jpg',402,155,521,326
'5b81a49d665136e2.jpg',338,0,736,473
'5b8b3433186a5d0b.jpg',315,-6,635,425
'5ba7e76d5b43f56c.jpg',425,76,576,274
'5bb0479775c1bfc7.jpg',448,164,571,336
'5bc1d3f16c077a39.jpg',100,132,534,694
'5bd8aa9cf541e0c9.jpg',356,137,809,548
'5c1b8e7ed4406c9f.jpg',194,214,386,502
'5ca28ad6d8610657.jpg',315,3,726,502
'5d099c4b9ba251b8.jpg',461,222,589,405
'5dc8dad608a338ee.jpg',338,342,667,800
'5de101b8740de57f.jpg',434,136,571,322
'5e087145744f4602.jpg',406,73,621,323
'5e43e4c4288403dc.jpg',352,167,507,316
'5e505ca46e4f358b.jpg',309,205,654,681
'5e58e57b93dbc5f5.jpg',374,155,516,336
'5e8ca86099383f14.jpg',344,9,587,342
'5e9718124ce43576.jpg',434,146,562,301
'5ede4a4308ada54e.jpg',228,274,328,489
'5eecb24554998541.jpg',384,51,644,441
'5f208999d992a82a.jpg',341,164,573,530
'5f2841818b7faef8.jpg',397,43,640,431
'5f46080d7efe4b93.jpg',284,73,490,484
'5f8977ef2189217b.jpg',507,228,882,708
'5f9034ee94a17dcc.jpg',342,199,534,384
'602bd7f078eeebe9.jpg',361,157,525,377
'6066c05b9817e7eb.jpg',316,228,451,480
'6096f20a7c3b9471.jpg',277,132,490,507
'61200b36d67e0c4c.jpg',325,102,425,281
